Trade Date,Arca,Amex,Consolidated
20220929,"4,227.6","2,897.3","39,655.5"
20220928,"4,150.9","3,169.7","42,003.0"
20220927,"4,027.6","4,072.3","37,092.8"
20220926,"4,400.6","2,924.4","38,700.6"
20220923,"6,102.3","4,581.1","55,843.5"
20220922,"4,498.7","3,599.1","41,956.5"
20220921,"3,577.1","3,070.8","39,284.2"
20220920,"3,542.3","2,901.6","31,867.6"
20220919,"3,643.5","3,394.1","33,475.7"
20220916,"5,311.2","4,803.3","47,812.9"
20220915,"4,282.5","3,445.4","39,175.3"
20220914,"4,160.5","3,641.9","38,499.4"
20220913,"4,391.1","3,265.1","40,273.1"
20220912,"4,010.2","3,188.9","36,276.5"
20220909,"4,903.6","3,798.3","42,038.1"
20220908,"4,020.1","3,159.8","35,912.1"
20220907,"3,864.2","3,715.1","36,673.0"
20220906,"3,764.5","2,741.0","34,720.2"
20220902,"4,585.7","3,625.2","41,687.1"
20220901,"4,738.3","3,382.3","40,417.6"
20220831,"3,990.3","2,480.6","35,268.0"
20220830,"4,261.5","2,677.6","34,835.7"
20220829,"3,930.9","2,484.4","33,829.0"
20220826,"5,202.9","3,295.5","44,814.7"
20220825,"3,713.3","2,644.7","33,393.4"
20220824,"3,322.8","2,520.6","31,107.6"
20220823,"3,377.0","2,498.4","28,716.1"
20220822,"3,930.5","2,978.0","35,217.2"
20220819,"5,182.0","3,368.3","43,952.5"
20220818,"3,399.4","2,787.3","33,369.0"
20220817,"4,278.9","3,073.4","39,336.6"
20220816,"4,727.9","2,913.3","37,973.6"
20220815,"3,863.3","2,838.8","33,968.9"
20220812,"4,645.2","3,159.1","40,238.3"
20220811,"4,804.9","2,922.1","42,887.9"
20220810,"4,699.1","2,635.4","40,470.4"
20220809,"3,643.0","2,211.9","31,324.2"
20220808,"4,232.4","2,740.6","38,241.3"
20220805,"4,781.1","2,870.0","42,196.5"
20220804,"3,858.7","2,777.5","35,581.8"
20220803,"4,512.6","2,838.0","40,305.6"
20220802,"3,688.4","2,713.9","33,324.8"
20220801,"3,928.0","2,507.5","34,751.3"
20220729,"4,719.8","3,000.9","44,905.1"
20220728,"3,923.1","2,503.9","38,052.7"
20220727,"3,919.7","2,324.6","35,731.8"
20220726,"2,585.9","1,828.8","26,181.7"
20220725,"3,618.1","1,664.0","26,254.6"
20220722,"4,515.0","2,521.6","40,146.5"
20220721,"3,936.1","2,562.3","34,785.6"
20220720,"4,023.7","2,500.9","38,129.7"
20220719,"3,944.1","2,279.7","33,365.3"
20220718,"4,127.8","2,611.1","35,961.8"
20220715,"4,502.2","3,195.4","39,278.5"
20220714,"4,007.0","2,867.3","34,735.1"
20220713,"3,624.1","2,723.0","33,631.4"
20220712,"3,175.1","2,235.5","28,556.3"
20220711,"3,097.3","2,782.8","29,864.9"
20220708,"4,165.0","2,513.0","35,576.9"
20220707,"3,826.3","2,514.8","32,523.8"
20220706,"3,645.5","2,547.7","30,710.9"
20220705,"3,987.9","2,260.8","32,916.2"
20220701,"4,078.4","2,325.4","34,050.8"
20220630,"4,245.9","2,326.7","35,408.8"
20220629,"3,690.4","2,014.5","30,804.1"
20220628,"3,818.3","2,215.7","31,177.7"
20220627,"3,368.0","1,987.6","28,116.4"
20220624,"4,755.2","2,489.0","39,511.2"
20220623,"4,197.3","2,057.4","32,897.7"
20220622,"3,808.4","2,459.4","31,800.9"
20220621,"4,349.0","2,446.3","34,217.2"
20220617,"4,507.9","2,873.3","41,072.1"
20220616,"5,257.8","3,593.0","42,481.4"
20220615,"4,672.8","2,515.7","36,663.8"
20220614,"4,046.3","2,752.1","33,681.8"
20220613,"5,439.1","4,063.4","46,787.5"
20220610,"5,602.4","3,185.7","46,817.1"
20220609,"4,450.8","2,442.3","33,470.2"
20220608,"4,282.9","2,648.9","34,175.7"
20220607,"3,877.3","2,694.4","29,613.3"
20220606,"3,695.4","2,252.1","30,661.6"
20220603,"4,365.5","2,350.5","34,507.7"
20220602,"4,203.5","2,535.6","33,672.3"
20220601,"4,098.9","3,199.5","34,065.1"
20220531,"4,783.7","3,115.4","35,807.7"
20220527,"5,264.1","3,708.7","41,666.0"
20220526,"4,986.8","3,260.6","38,098.2"
20220525,"4,150.3","2,871.0","32,333.2"
20220524,"4,267.8","2,993.4","32,772.2"
20220523,"4,392.0","3,238.1","34,860.0"
20220520,"6,324.1","4,448.1","48,940.3"
20220519,"4,846.5","3,180.5","37,032.5"
20220518,"5,224.8","3,661.4","40,283.0"
20220517,"4,275.3","3,187.6","34,130.6"
20220516,"3,909.5","2,689.8","31,293.1"
20220513,"5,395.1","3,680.0","43,445.8"
20220512,"5,600.7","3,475.8","43,767.8"
20220511,"5,126.8","3,164.3","40,975.8"
20220510,"4,808.2","3,730.4","36,994.1"
20220509,"5,759.3","3,622.8","41,708.3"
20220506,"5,730.6","3,616.9","42,554.3"
20220505,"5,365.4","3,475.3","40,728.3"
20220504,"5,124.9","2,776.0","37,796.8"
20220503,"4,227.8","2,475.4","28,357.7"
20220502,"5,165.9","3,011.0","37,129.0"
20220429,"5,539.7","3,229.6","41,050.2"
20220428,"5,071.6","3,373.7","38,013.1"
20220427,"4,536.7","2,681.8","34,683.7"
20220426,"4,153.2","3,001.1","34,384.3"
20220425,"5,454.6","3,118.2","40,955.0"
20220422,"5,516.4","3,214.9","42,867.5"
20220421,"5,187.9","3,213.9","40,421.3"
20220420,"4,165.7","2,723.1","32,482.8"
20220419,"4,017.0","2,610.2","29,940.9"
20220418,"3,857.2","2,807.4","31,370.6"
20220414,"5,249.2","3,646.3","39,809.9"
20220413,"4,493.2","3,176.8","37,456.4"
20220412,"4,426.1","2,868.2","35,080.1"
20220411,"4,290.0","2,977.7","34,755.7"
20220408,"4,674.9","3,241.7","36,802.2"
20220407,"4,670.5","3,083.4","36,260.0"
20220406,"5,246.8","3,228.9","40,754.6"
20220405,"4,358.5","2,301.9","32,726.0"
20220404,"4,359.4","2,234.8","33,199.3"
20220401,"5,400.8","2,769.5","38,392.3"
20220331,"4,699.1","2,730.3","34,127.0"
20220330,"4,867.5","2,588.8","37,452.0"
20220329,"5,859.3","2,737.5","40,831.7"
20220328,"5,302.2","2,165.8","34,204.4"
20220325,"5,351.3","2,679.8","42,015.8"
20220324,"4,571.3","2,286.6","35,935.6"
20220323,"4,843.6","2,634.1","36,788.5"
20220322,"4,869.3","2,498.5","35,640.7"
20220321,"5,444.2","2,699.8","38,414.9"
20220318,"6,124.9","3,899.2","48,832.8"
20220317,"5,073.8","3,503.1","37,623.6"
20220316,"6,821.1","3,357.3","45,126.2"
20220315,"3,964.5","2,783.4","31,730.0"
20220314,"5,009.9","2,408.1","36,808.0"
20220311,"4,758.9","2,765.0","37,501.8"
20220310,"4,454.0","2,715.6","33,528.1"
20220309,"5,005.3","2,582.1","36,864.4"
20220308,"6,451.3","3,135.5","47,024.8"
20220307,"5,611.1","2,864.2","42,236.0"
20220304,"5,732.7","2,608.7","43,375.7"
20220303,"4,722.1","2,389.6","35,190.2"
20220302,"4,980.7","2,837.4","37,149.8"
20220301,"5,662.8","2,258.3","37,311.3"
20220228,"5,803.9","1,959.0","37,126.2"
20220225,"6,059.1","2,306.4","43,180.8"
20220224,"7,341.0","3,145.8","49,962.4"
20220223,"5,545.9","2,910.2","38,196.6"
20220222,"5,713.2","2,536.8","38,418.0"
20220218,"6,158.7","3,302.0","45,711.2"
20220217,"5,085.5","2,638.5","37,043.0"
20220216,"5,059.2","2,661.5","35,429.8"
20220215,"4,439.2","2,541.5","32,609.0"
20220214,"5,082.4","3,170.0","35,829.6"
20220211,"7,117.1","3,474.2","50,777.5"
20220210,"6,631.9","2,967.1","46,527.1"
20220209,"5,370.8","2,960.4","41,032.2"
20220208,"4,788.7","2,482.7","35,290.2"
20220207,"4,669.4","2,642.0","34,605.6"
20220204,"6,020.2","3,040.5","44,807.0"
20220203,"5,079.8","2,659.9","38,814.8"
20220202,"4,874.9","2,565.4","36,311.2"
20220201,"4,936.2","2,369.4","34,448.1"
20220131,"5,175.2","2,760.4","37,173.0"
20220128,"6,103.8","3,657.9","46,561.6"
20220127,"5,132.0","2,709.8","40,410.7"
20220126,"5,864.6","3,098.7","43,263.3"
20220125,"5,468.3","2,378.7","35,848.4"
20220124,"8,640.7","3,573.6","57,909.0"
20220121,"7,270.3","4,839.9","58,889.2"
20220120,"5,954.6","3,645.3","46,460.8"
20220119,"5,042.8","3,139.1","42,820.5"
20220118,"4,846.3","3,281.3","40,262.7"
20220114,"6,652.3","2,682.9","44,050.3"
20220113,"5,109.8","2,484.1","40,894.2"
20220112,"4,404.1","2,785.5","36,954.2"
20220111,"4,332.2","2,387.0","33,502.1"
20220110,"4,871.3","2,683.3","38,870.4"
20220107,"4,883.1","2,734.7","39,825.3"
20220106,"5,296.2","2,495.8","41,022.5"
20220105,"5,749.2","2,890.3","43,291.1"
20220104,"4,794.1","2,354.9","37,611.2"
20220103,"4,083.5","2,415.4","34,202.6"
20211231,"3,636.0","2,012.9","27,628.7"
20211230,"3,536.3","1,763.0","28,183.4"
20211229,"3,086.6","1,789.5","25,407.9"
20211228,"3,466.5","1,893.3","26,251.0"
20211227,"3,762.5","1,994.8","28,744.4"
20211223,"4,423.2","2,143.0","33,884.0"
20211222,"3,899.0","2,057.5","30,938.5"
20211221,"4,220.9","2,160.5","32,970.9"
20211220,"4,559.9","2,559.4","33,520.2"
20211217,"6,049.1","3,408.1","46,677.6"
20211216,"5,530.9","2,802.6","41,683.0"
20211215,"6,044.6","3,192.6","40,948.9"
20211214,"4,484.1","2,727.4","33,162.3"
20211213,"5,019.3","2,892.2","36,471.7"
20211210,"4,664.8","2,418.2","41,209.7"
20211209,"4,405.9","2,103.9","33,347.3"
20211208,"4,460.5","2,403.7","35,427.9"
20211207,"5,118.4","2,992.2","38,656.0"
20211206,"5,026.6","2,596.7","36,850.1"
20211203,"6,729.9","3,296.3","49,756.7"
20211202,"6,138.9","2,442.7","42,312.7"
20211201,"6,668.0","3,133.7","50,522.8"
20211130,"5,774.6","2,555.6","43,358.5"
20211129,"4,969.9","2,504.4","37,874.3"
20211126,"5,326.4","1,812.2","35,722.6"
20211124,"4,715.5","2,147.4","33,701.5"
20211123,"5,646.9","2,608.7","41,231.7"
20211122,"6,596.3","3,007.6","48,411.1"
20211119,"6,390.6","3,618.7","50,475.9"
20211118,"6,362.1","3,671.3","46,196.2"
20211117,"5,517.2","3,439.9","42,959.0"
20211116,"5,074.0","3,235.7","39,162.7"
20211115,"5,310.2","2,931.4","38,405.5"
20211112,"5,478.2","3,432.1","44,487.7"
20211111,"4,943.0","3,428.3","37,960.6"
20211110,"6,110.4","3,487.9","45,610.3"
20211109,"5,575.7","2,968.5","44,545.9"
20211108,"5,811.8","3,190.3","45,510.8"
20211105,"6,589.3","3,772.8","54,139.5"
20211104,"5,454.9","3,369.4","48,266.1"
20211103,"5,556.0","3,096.1","45,130.0"
20211102,"4,604.4","2,384.2","36,254.6"
20211101,"4,834.9","2,708.4","38,761.8"
20211029,"5,603.2","3,097.5","44,761.2"
20211028,"5,046.0","2,755.3","41,629.2"
20211027,"4,848.2","2,770.9","39,289.5"
20211026,"5,404.4","2,882.7","41,512.7"
20211025,"4,544.8","2,531.9","36,629.5"
20211022,"5,014.4","2,958.9","41,297.6"
20211021,"4,521.0","2,353.3","35,743.8"
20211020,"4,375.9","2,672.8","36,405.9"
20211019,"4,305.6","2,436.6","35,395.0"
20211018,"4,291.9","2,533.9","35,579.0"
20211015,"5,378.7","3,803.8","44,936.2"
20211014,"4,798.2","3,332.5","38,413.2"
20211013,"4,176.3","2,666.2","32,999.6"
20211012,"3,993.3","3,368.2","30,903.2"
20211011,"3,893.9","2,999.2","31,942.8"
20211008,"4,308.9","2,848.0","35,809.9"
20211007,"4,288.7","3,177.2","35,789.4"
20211006,"4,172.5","2,830.2","33,624.9"
20211005,"3,687.9","2,205.8","29,740.7"
20211004,"4,307.8","2,633.0","35,418.5"
20211001,"4,680.9","2,819.6","39,603.5"
20210930,"4,390.8","2,764.0","35,956.9"
20210929,"3,706.3","2,565.6","31,641.5"
20210928,"4,794.7","2,729.6","38,539.4"
20210927,"4,192.6","2,409.3","34,073.9"
20210924,"4,272.5","2,441.5","36,341.4"
20210923,"4,343.1","2,807.1","37,330.7"
20210922,"4,331.0","2,613.0","35,438.0"
20210921,"3,905.2","2,409.6","31,536.3"
20210920,"6,109.9","3,298.8","44,481.4"
20210917,"5,656.0","3,819.3","44,947.2"
20210916,"4,236.7","2,880.8","34,331.7"
20210915,"4,648.5","3,283.1","34,929.3"
20210914,"4,446.5","3,468.2","35,187.9"
20210913,"4,436.0","3,039.1","37,636.4"
20210910,"5,487.9","3,166.6","42,207.5"
20210909,"4,235.4","2,255.0","32,956.8"
20210908,"4,426.8","3,000.0","35,206.4"
20210907,"4,295.2","2,725.4","34,483.0"
20210903,"4,395.8","2,616.4","36,479.1"
20210902,"4,237.0","2,319.9","34,372.1"
20210901,"4,386.9","2,668.9","35,915.4"
20210831,"3,439.9","2,184.4","29,648.5"
20210830,"4,509.7","2,387.7","34,291.1"
20210827,"4,987.2","2,887.6","39,772.1"
20210826,"4,042.4","2,403.0","32,197.2"
20210825,"3,809.8","2,558.5","32,396.1"
20210824,"4,110.6","2,678.5","34,218.1"
20210823,"4,110.7","2,782.1","35,403.2"
20210820,"4,568.3","3,191.7","40,157.3"
20210819,"5,269.7","3,756.5","41,607.6"
20210818,"3,941.9","3,112.0","35,178.1"
20210817,"4,232.0","2,915.0","37,210.8"
20210816,"4,145.1","2,494.6","36,017.0"
20210813,"4,308.4","3,046.1","36,407.0"
20210812,"4,424.9","2,912.4","34,262.1"
20210811,"4,373.1","2,595.3","34,618.0"
20210810,"4,403.5","2,240.3","32,459.2"
20210809,"4,281.8","2,066.0","30,587.0"
20210806,"4,624.1","2,398.9","36,836.0"
20210805,"4,447.8","2,453.2","33,096.4"
20210804,"4,372.4","2,279.4","33,810.4"
20210803,"3,823.2","2,100.7","31,240.0"
20210802,"3,605.5","2,133.5","30,479.0"
20210730,"3,945.3","2,527.8","36,237.0"
20210729,"4,465.9","2,483.2","34,892.1"
20210728,"4,605.1","2,328.1","36,013.4"
20210727,"4,237.0","2,378.6","33,337.4"
20210726,"3,863.8","2,222.0","29,693.1"
20210723,"4,633.2","3,008.2","39,414.7"
20210722,"3,464.6","2,094.9","29,573.6"
20210721,"4,051.1","2,443.9","32,329.7"
20210720,"4,117.7","2,449.4","32,561.8"
20210719,"5,038.0","3,222.2","41,952.2"
20210716,"4,812.0","3,780.8","42,519.5"
20210715,"4,531.2","2,857.5","37,014.1"
20210714,"4,725.0","2,903.1","37,297.5"
20210713,"3,950.4","2,732.8","34,010.0"
20210712,"4,012.8","2,940.3","30,623.2"
20210709,"4,101.0","2,812.1","36,800.8"
20210708,"5,186.5","2,832.7","38,276.8"
20210707,"4,372.2","3,008.5","37,422.8"
20210706,"4,557.7","2,623.4","38,100.2"
20210702,"4,587.8","2,736.6","38,565.7"
20210701,"3,722.5","2,020.7","32,393.4"
20210630,"2,947.3","3,100.0","33,397.2"
20210629,"2,707.1","2,387.5","31,850.5"
20210628,"3,336.0","2,893.7","36,327.3"
20210625,"3,377.3","2,916.1","38,242.0"
20210624,"3,216.9","2,979.7","36,399.6"
20210623,"3,076.3","2,570.7","33,568.5"
20210622,"2,783.8","2,593.5","31,814.7"
20210621,"3,056.6","2,878.2","34,200.4"
20210618,"4,091.1","4,156.1","46,887.6"
20210617,"4,233.3","3,761.6","46,876.4"
20210616,"4,021.3","3,327.3","38,425.4"
20210615,"2,971.8","3,024.3","32,240.8"
20210614,"3,163.0","3,276.3","36,465.1"
20210611,"3,247.6","3,412.3","39,143.1"
20210610,"3,590.5","3,570.1","39,017.9"
20210609,"3,903.9","3,476.5","42,380.7"
20210608,"3,583.8","3,022.5","37,080.1"
20210607,"3,207.3","3,225.5","32,762.9"
20210604,"3,443.2","3,138.2","39,792.7"
20210603,"4,004.3","3,537.6","43,240.7"
20210602,"3,969.1","3,448.7","42,140.1"
20210601,"3,061.8","2,864.5","34,233.8"
20210528,"3,679.6","3,126.0","40,530.5"
20210527,"3,404.5","2,883.3","36,252.5"
20210526,"2,971.1","2,276.6","31,062.8"
20210525,"2,575.6","2,317.2","28,194.6"
20210524,"2,606.0","2,667.0","29,988.2"
20210521,"3,313.5","3,454.6","37,341.7"
20210520,"2,996.5","2,992.0","32,254.6"
20210519,"3,127.3","2,953.6","33,623.5"
20210518,"2,829.9","2,982.2","29,582.5"
20210517,"2,939.4","3,280.6","31,277.6"
20210514,"3,092.8","2,844.7","35,707.7"
20210513,"3,420.8","2,760.8","36,214.3"
20210512,"3,702.8","3,351.1","37,983.9"
20210511,"3,445.7","3,095.3","36,585.1"
20210510,"3,139.7","2,861.2","34,867.9"
20210507,"3,351.7","3,050.5","38,126.9"
20210506,"3,519.6","2,724.2","34,644.4"
20210505,"2,893.4","2,712.8","31,703.1"
20210504,"3,186.7","2,698.6","33,755.7"
20210503,"2,698.2","2,337.8","28,139.0"
20210430,"3,049.1","2,395.6","33,489.0"
20210429,"3,159.1","2,512.7","36,296.6"
20210428,"2,851.2","2,371.3","29,434.4"
20210427,"2,950.4","2,158.8","26,441.6"
20210426,"2,566.9","2,602.2","27,789.9"
20210423,"2,932.8","2,623.6","33,955.2"
20210422,"3,423.6","2,734.4","34,836.3"
20210421,"2,852.2","2,438.2","28,134.9"
20210420,"2,718.4","2,757.4","31,630.2"
20210419,"3,005.0","2,760.9","31,205.1"
20210416,"3,435.1","3,525.4","37,974.4"
20210415,"3,110.3","2,951.0","34,778.7"
20210414,"3,101.4","3,096.4","34,582.9"
20210413,"2,643.5","2,996.4","31,573.0"
20210412,"2,885.3","3,446.3","30,579.7"
20210409,"2,959.3","2,804.4","34,104.0"
20210408,"2,658.5","2,724.7","29,180.9"
20210407,"2,866.0","2,915.7","30,637.3"
20210406,"2,733.2","2,413.7","28,162.9"
20210405,"2,981.8","2,720.2","32,637.6"
20210401,"3,661.5","2,833.2","36,780.2"
20210331,"3,085.1","2,978.8","32,574.1"
20210330,"2,625.0","2,276.8","26,901.1"
20210329,"3,054.8","2,644.6","30,435.2"
20210326,"3,924.0","3,323.8","39,123.7"
20210325,"3,628.6","2,956.5","36,465.3"
20210324,"3,537.7","3,164.8","35,137.9"
20210323,"4,045.9","2,759.5","33,647.6"
20210322,"2,870.1","2,644.0","30,627.1"
20210319,"4,140.4","4,401.5","42,207.0"
20210318,"3,912.8","3,610.5","40,974.7"
20210317,"3,754.8","3,550.1","34,836.2"
20210316,"3,642.5","3,640.3","35,469.4"
20210315,"3,514.9","3,250.1","35,457.3"
20210312,"3,845.4","3,552.4","39,624.8"
20210311,"3,957.0","3,556.0","40,335.8"
20210310,"3,767.0","3,213.0","35,726.0"
20210309,"3,697.2","3,272.1","36,289.9"
20210308,"3,875.9","2,967.5","37,331.5"
20210305,"5,188.8","3,839.2","50,696.8"
20210304,"5,589.8","3,687.6","52,017.1"
20210303,"4,070.0","3,273.5","42,192.9"
20210302,"3,638.8","2,591.2","32,690.4"
20210301,"3,710.8","2,827.7","36,146.9"
20210226,"4,889.4","3,489.8","44,782.2"
20210225,"5,316.5","3,901.5","46,891.2"
20210224,"5,571.2","3,596.7","41,872.3"
20210223,"4,693.3","3,389.0","43,148.6"
20210222,"4,548.1","3,562.0","42,945.5"
20210219,"4,836.5","4,189.7","45,999.6"
20210218,"4,396.6","4,337.4","38,531.2"
20210217,"3,889.0","4,381.2","39,627.9"
20210216,"4,384.4","4,432.9","42,078.7"
20210212,"3,719.5","3,921.9","41,142.4"
20210211,"4,311.2","3,584.6","41,510.1"
20210210,"4,793.0","3,869.1","43,104.0"
20210209,"4,112.8","3,009.2","37,303.8"
20210208,"4,054.7","3,122.1","38,780.7"
20210205,"4,426.3","3,429.8","42,030.2"
20210204,"4,098.5","3,255.1","38,042.8"
20210203,"3,934.8","3,339.6","37,114.8"
20210202,"4,081.0","3,177.9","38,867.3"
20210201,"4,387.1","3,660.3","42,322.2"
20210129,"5,952.2","4,300.7","52,242.8"
20210128,"5,332.8","3,860.2","47,154.5"
20210127,"6,738.3","4,138.5","57,133.8"
20210126,"4,192.4","3,271.7","37,851.7"
20210125,"5,201.9","3,789.5","47,655.9"
20210122,"4,130.6","3,566.6","42,682.7"
20210121,"3,652.0","3,475.6","38,026.3"
20210120,"3,698.8","3,351.5","38,126.7"
20210119,"3,627.6","3,431.7","35,741.1"
20210115,"4,774.4","4,976.1","48,316.7"
20210114,"5,239.6","4,569.5","45,340.3"
20210113,"4,227.5","3,851.5","38,868.0"
20210112,"4,248.6","3,752.4","38,093.7"
20210111,"3,505.1","3,361.0","35,684.1"
20210108,"4,920.3","3,615.2","45,570.3"
20210107,"4,240.2","3,051.7","38,583.9"
20210106,"4,933.2","3,899.2","44,872.8"
20210105,"3,137.2","3,085.4","30,792.5"
20210104,"4,177.7","3,196.3","37,491.6"
20201231,"2,897.5","2,288.4","30,174.7"
20201230,"2,501.3","1,980.2","27,192.2"
20201229,"3,320.7","2,151.9","29,421.1"
20201228,"3,034.9","2,271.0","29,603.0"
20201224,"1,665.1","1,886.6","20,311.0"
20201223,"2,704.8","2,711.7","31,047.1"
20201222,"3,017.9","2,881.7","33,233.1"
20201221,"3,630.4","3,110.7","35,023.2"
20201218,"4,048.0","3,881.6","40,649.0"
20201217,"3,458.5","3,474.2","34,367.9"
20201216,"3,228.4","3,223.3","30,545.9"
20201215,"3,007.3","3,382.4","31,658.5"
20201214,"3,444.7","3,242.7","32,218.2"
20201211,"3,305.1","3,376.8","41,541.2"
20201210,"2,969.3","3,012.8","30,673.8"
20201209,"3,983.5","3,480.3","39,518.3"
20201208,"2,901.2","2,960.0","30,315.7"
20201207,"3,064.3","2,666.0","31,236.2"
20201204,"3,513.7","3,752.7","37,594.1"
20201203,"3,466.3","2,954.0","34,885.3"
20201202,"2,834.5","3,006.1","32,741.3"
20201201,"3,308.1","3,267.8","35,695.5"
20201130,"3,595.5","3,060.8","34,696.6"
20201127,"2,550.0","2,049.5","24,237.9"
20201125,"3,491.1","3,024.0","31,761.0"
20201124,"3,461.5","3,629.4","40,202.4"
20201123,"3,567.1","3,034.1","35,615.2"
20201120,"3,299.0","3,845.9","35,317.5"
20201119,"3,269.2","2,980.6","30,927.0"
20201118,"3,855.4","3,714.4","35,480.5"
20201117,"2,846.2","2,931.3","28,659.9"
20201116,"3,294.7","2,883.9","32,230.3"
20201113,"3,206.0","2,694.4","33,081.3"
20201112,"3,212.2","2,573.3","30,428.7"
20201111,"2,746.0","2,413.6","27,050.3"
20201110,"3,581.0","3,023.9","32,593.0"
20201109,"5,223.4","3,557.4","45,541.0"
20201106,"3,848.6","3,076.5","32,180.2"
20201105,"3,286.3","2,733.1","32,048.9"
20201104,"3,033.5","2,670.1","30,019.2"
20201103,"2,413.1","2,175.1","24,557.8"
20201102,"2,488.0","2,113.1","23,545.6"
20201030,"3,000.0","2,933.5","32,459.9"
20201029,"2,682.0","2,561.1","27,483.5"
20201028,"3,293.6","2,608.5","32,024.1"
20201027,"2,162.7","2,125.2","22,101.1"
20201026,"2,593.6","2,340.1","26,272.1"
20201023,"2,376.5","2,513.5","26,867.2"
20201022,"2,267.3","2,355.4","25,850.3"
20201021,"2,279.6","2,323.4","24,756.8"
20201020,"2,390.6","2,017.0","23,600.2"
20201019,"1,327.2","2,274.6","26,677.7"
20201016,"2,881.6","3,072.2","31,023.7"
20201015,"2,798.4","2,535.6","27,031.6"
20201014,"2,478.9","3,176.6","27,938.4"
20201013,"2,382.3","2,768.9","26,977.9"
20201012,"2,990.8","2,621.3","30,099.1"
20201009,"2,932.7","2,807.9","30,355.3"
20201008,"2,584.2","2,443.1","25,786.4"
20201007,"2,272.4","2,308.8","23,705.2"
20201006,"2,813.9","2,633.2","28,279.9"
20201005,"2,337.8","2,263.4","23,350.0"
20201002,"3,562.7","2,713.3","30,084.5"
20201001,"3,062.0","2,165.6","25,239.7"
20200930,"3,602.8","2,107.0","26,937.6"
20200929,"2,940.9","1,773.0","21,117.5"
20200928,"2,864.1","1,992.8","23,045.3"
20200925,"2,812.4","2,103.5","25,918.6"
20200924,"3,089.9","1,971.9","27,281.2"
20200923,"3,225.7","2,518.3","29,770.4"
20200922,"3,107.1","2,236.5","24,540.1"
20200921,"3,598.7","2,333.3","31,281.5"
20200918,"3,834.6","3,186.9","35,634.6"
20200917,"3,177.6","2,539.8","30,720.0"
20200916,"3,103.4","2,712.7","28,635.2"
20200915,"2,802.9","2,316.0","25,999.1"
20200914,"3,050.2","2,336.8","26,596.2"
20200911,"3,487.2","2,463.0","32,412.1"
20200910,"3,158.6","2,456.8","30,264.8"
20200909,"3,111.2","2,454.8","28,610.7"
20200908,"3,479.3","2,399.6","32,102.9"
20200904,"4,091.2","2,852.9","42,779.5"
20200903,"4,057.3","3,274.4","43,009.1"
20200902,"3,216.2","2,976.1","36,057.9"
20200901,"3,039.2","2,519.0","30,036.9"
20200831,"2,642.9","2,148.1","29,426.1"
20200828,"2,822.9","2,706.0","30,646.1"
20200827,"3,167.6","2,458.6","32,220.8"
20200826,"3,044.8","2,477.3","30,547.6"
20200825,"2,176.8","2,017.6","24,546.5"
20200824,"2,553.9","2,045.3","26,965.7"
20200821,"2,906.2","2,494.0","30,001.8"
20200820,"2,469.1","2,217.3","25,710.0"
20200819,"2,398.3","2,387.8","25,475.5"
20200818,"3,213.6","1,962.9","23,883.8"
20200817,"2,172.1","1,906.0","22,458.8"
20200814,"2,350.9","2,293.4","24,698.0"
20200813,"2,472.3","2,144.6","25,275.7"
20200812,"2,758.4","2,306.5","25,733.0"
20200811,"3,416.9","2,402.2","32,403.1"
20200810,"3,103.5","2,338.3","28,673.0"
20200807,"3,499.7","2,627.7","33,418.3"
20200806,"2,970.1","2,248.5","30,084.2"
20200805,"3,553.0","2,358.1","28,535.2"
20200804,"2,941.6","2,271.0","25,748.4"
20200803,"2,773.1","1,834.2","25,943.1"
20200731,"3,360.9","2,578.2","31,606.9"
20200730,"2,631.0","2,012.2","24,443.1"
20200729,"2,409.7","1,810.1","23,418.6"
20200728,"2,250.1","1,735.0","20,701.3"
20200727,"2,322.2","2,028.5","23,703.7"
20200724,"2,893.3","2,171.4","27,749.7"
20200723,"3,098.8","2,955.8","29,072.7"
20200722,"2,561.8","2,470.1","23,925.3"
20200721,"2,687.4","2,210.6","25,176.6"
20200720,"2,730.6","2,020.5","24,265.7"
20200717,"3,048.1","2,955.9","28,154.9"
20200716,"2,650.2","2,169.1","23,789.5"
20200715,"3,334.2","3,126.5","29,958.3"
20200714,"2,776.5","2,341.4","25,227.1"
20200713,"3,478.4","2,604.2","33,886.0"
20200710,"2,985.5","2,541.0","28,949.4"
20200709,"3,006.8","2,294.5","29,321.2"
20200708,"2,575.6","2,217.7","26,409.7"
20200707,"2,401.0","2,070.2","23,648.2"
20200706,"2,593.7","2,094.7","25,720.8"
20200702,"2,875.4","2,596.3","27,696.1"
20200701,"3,702.4","2,196.2","25,493.4"
20200630,"2,218.4","1,907.8","22,890.5"
20200629,"2,027.6","1,736.7","21,674.7"
20200626,"3,105.0","2,480.7","29,844.3"
20200625,"2,729.4","2,141.4","24,950.1"
20200624,"3,526.8","2,506.5","30,957.1"
20200623,"2,597.8","2,031.4","25,069.5"
20200622,"2,413.7","2,206.6","24,523.0"
20200619,"3,493.6","3,113.9","34,093.3"
20200618,"2,427.2","2,135.3","23,771.1"
20200617,"2,660.3","2,248.0","23,732.0"
20200616,"3,130.3","2,683.1","29,240.0"
20200615,"2,997.2","3,012.4","29,019.7"
20200612,"3,848.2","3,275.4","39,504.8"
20200611,"4,758.5","3,404.6","44,734.4"
20200610,"3,499.6","2,553.9","33,603.6"
